,Tweet
581,"#LtGenUpendraDwivedi #ArmyCdrNC &amp; all ranks of #NorthernComd extend warm greetings &amp; good wishes to all personnel, veterans and families of Pioneer Corps on the occasion of 81st Raising Day. 
@firefurycorps
@ChinarcorpsIA
@Whiteknight_IA
 #IndianArmy
#FORCE 
#Agniapath
#Agniveer https://t.co/pUsKNByxGn"
582,"#LtGenUpendraDwivedi, #ArmyCdrNC reviewed operational preparedness in the border areas of Gurez, #Kashmir &amp; expressed confidence over high state of readiness &amp; exalted morale of troops. 

@ChinarcorpsIA
 
#IndianArmyPeoplesArmy 
#IndianArmy 
#NewIndia
#Agniveer 
#AgniPath https://t.co/r6pggKOYsc"
583,"Joint training of #Ladakh Police personnel with Sappers to enhance understanding &amp; interoperability on Counter IED &amp; Bomb Disposal issues being conducted by @firefurycorps as part of initiative for capability development.

#IndianArmy 
#Agniveer 
#COAS 
#PathaanTeaser https://t.co/bXoAXEMtqN"
584,"#LtGenUpendraDwivedi #ArmyCdrNC &amp; all ranks of #NorthernComd extend warm greetings &amp; good wishes to all personnel, veterans and families of Pioneer Corps on the occasion of 81st Raising Day. 
@firefurycorps
@ChinarcorpsIA
@Whiteknight_IA
#IndianArmy
#FORCE 
#Agniapath
#Agniveer https://t.co/4TSkRJcpUC"
585,"Exercise #GarudaShakti 2022

Jungle Warfare training &amp; tactical drills for Room Intervention were practiced during the ongoing joint Exercise, to share best practices &amp; enhance interoperability.

#IndiaIndonesiaFriendship
#IndianArmy 

#IndianArmy 
#Agniveer 
#coas https://t.co/CToYr3wgFf"
586,"#Sports

72nd Inter-Services Volleyball Championship 2022-23 was conducted at #Secunderabad. Army Red Team won the championship in an enthralling final against the Army Green Team.

#IndianArmy
#InStrideWithTheFuture
#Viral 
#agniveer https://t.co/PJkPInNjO7"
587,"#IndianArmy conducted Mock Exam at district Doda for Agniveer aspirants to provide local youth an Opportunity to prepare the aspirants to join armed forces as Agniveers. #JoinIndianArmy
#ShiningJK #Agniveer @adgpi @Whiteknight_IA @JAMMULINKS @vishesh_jk @DistrictDoda @JAMMULINKS https://t.co/b6JuZumYgu"
588,#IndianArmy conducted Mock Exam at district Doda for Agniveer aspirants to provide local youth an Opportunity to prepare the aspirants to join armed forces as Agniveers. #JoinIndianArmy #ShiningJK #Agniveer  @adgpi @Whiteknight_IA @JAMMULINKS @vishesh_jk @DistrictDoda @JAMMULINKS https://t.co/b6JuZumYgu
589,"#LtGenUpendraDwivedi, #ArmyCdrNC reviewed operational preparedness in the border areas of Gurez, #Kashmir &amp; expressed confidence over high state of readiness &amp; exalted morale of troops. 

@ChinarcorpsIA
 
#IndianArmyPeoplesArmy 
#IndianArmy 
#NewIndia
#Agniveer 
#AgniPath https://t.co/AKaDcBRQO0"
590,"#LtGenUpendraDwivedi #ArmyCdrNC &amp; all ranks of #NorthernComd extend warm greetings &amp; good wishes to all personnel, veterans and families of Pioneer Corps on the occasion of 81st Raising Day. 
@firefurycorps
@ChinarcorpsIA
@Whiteknight_IA
#IndianArmy
#FORCE 
#Agniapath
#Agniveer https://t.co/QKUqg00nCB"
591,"@gundigre Critiscm is diff frm Insulting.

Criticise them for #Agniveer &amp; I think most people did that. Criticise them for their inaction/intelligence failure. 

The recent tweet was an insult by basically taunting the sacrifice of armymen who died during Galwan clash. Who they died for?"
592,"#IndianArmy conducted Mock Exam at district Doda for Agniveer aspirants to provide local youth an Opportunity to prepare the aspirants to join armed forces as Agniveers.
#JoinIndianArmy
#ShiningJK
#Agniveer 
@adgpi @Whiteknight_IA @JAMMULINKS @vishesh_jk @DistrictDoda @JAMMULINKS https://t.co/N0UZMmnnwA"
593,Indian Navy Agniveer MR 01/2023 Recruitment 2022 Notification Apply Online for 100 Vacancies https://t.co/WuHZ7FCwBm #IndianNavy #Agniveer #JobSeekersSA #JobSearch #Jobs #SarkariResult
594,"#JusticeForDefenceStudents 
#BharatJodaYatra #agnipathscheme 
We want justice ♎⚖️
Delhi HC nyay karo https://t.co/lpfej9PlGx"
595,It means #Agnipath scheme has been implemented in haste without any prior planning. https://t.co/wuFmYXt5ZC
596,"@hitesh_koundal @Hritikbhardwajj @loksabhaspeaker @Lokesh_sangwan_ @arunbothra @rashtrapatibhvn @PMOIndia @BJP4India @INCIndia @RahulGandhi #boycottagnipath #boycotttod old exam , joining de do 🥺 ye #agnipath hta do"
597,"🤣🤣🤣🤣🤣 @RanvirShorey when #Agniveer happened you were #Silent when Soldier's, lost lives due to #Mig21 crashes U were #Silent when #NarendraModi lied about #GalwanValley U were #Silent when #KashmiriPandits r killed U r #Silent 
@psysachin @PriaINC @one_by_two @zoo_bear https://t.co/nrCC88UyIw"
598,@PMishra_Journo Z Hindustan now ....#Agniveer 😳😳
599,"Indian Navy SSR Agniveer Recruitment 2022: Apply Till December 17

#indian #navy #ssr #agniveer #recruitment2022 #Latest_updates #govt_jobs @prepp_in

https://t.co/1jaTMntNza"
600,"Indian Navy Recruitment 2022 Apply 1400 Agniveer (SSR) Vacancies, Last Date &amp; Eligibility Details : https://t.co/UonduaMhzd

#Agniveer #IndianNavy #jobs #Trending"
601,"A pain of IAF intake 2/2021 joining candidate is just a common thing for governments but what about their families 😕😕
@NidhiTanejaa @AskAnshul @AnumaVidisha @Swamy39 
@narendramodi
Complete our Joining we deserve it. 
#JusticeForDefenceStudents 
I reject #Agniveer https://t.co/7a9U0n96Wk"
602,"@rishibagree 😊😊😊😊
Really?
Whats real humilation? Questioning govt on Galwan or 4 yrs job #Agniveer ?
Pl take advise from military personnel before answering the question. Save yourself from being labeled STUPID.
Handing over Galwan - Patriotism
Questioning govt on it AntiNational?"
603,"Seeing 'darbari' culture existing in present govt, doesn't require a space scientist to select an Admin Member. For all one knows, in 4 yrs an #Agniveer close to 'powers that be' may be appointed, if loyal subservient enough! #AFT #babudom @KatochPrakash
https://t.co/3xTcehOJrb https://t.co/oelK1XtMh2"
604,"Sir, can you give one more chance to those who are upto 23 years of age for Agnipath recruitment rally? @narendramodi @PMOIndia @rashtrapatibhvn @adgpi #Agnipath #Agniveer #kerala @TheSureshGopi @rajnathsingh @AmitShahOffice @AmitShah #India"
605,"https://t.co/OVmNwdeQC5
⬇️⬇️⬇️
 Indian Navy Join Indian Navy Recruitment2023 Apply Online for 1 Post
#IndianNavy #Agniveer #NavySsR #NAVYSSR"
606,The challenge with the Indian armed forced is in attracting sufficiently talented &amp; qualitatively superior recruits. #Agnipath scheme promises to attract new talent pipelines to the military service: @SameerP_IND &amp; @viveksans https://t.co/1RQn0YoaUf https://t.co/kx04mwPkI5
607,"@shashank_ssj @mamaearthindia @GhazalAlagh @VarunAlagh Key word ""outnumbered"" again trying to say that we are understaffed. Yet these are the very people who oppose #Agniveer scheme."
608,"@rishibagree Have we got back Galwan valley &amp; Arunachal pradesh?
So now modi can proudly say:
""जो घुसा हुआ था उसका खदेड़ा कर दिया
एक शेरू था जिसको हमने शेर कर दिया""
Now only thing needed is to bring back POK on shoulders of 4 yrs #Agniveer recruits.
Election time Bravery time"
609,"The youth panchayat was held in Shahpur village of Muzaffarnagar district of Uttar Pradesh on the invocation of Jayant Chaudhary. Watch the coverage of the panchayat here: https://t.co/Y2V9a4jwE7

#agnipath #unemployment #RLD https://t.co/xgYod4kEtW"
610,"On 3 July 2022, in Shahpur village in Muzaffarnagar, UP, a youth panchayat was held on the invocation of the Rashtriya Lok Dal. Watch Rajpal Baliyan’s (@Rajpalbalyan) speech at the event here: https://t.co/L7sZsuMheI

#agnipath #unemployment #RLD https://t.co/FpKKhphmWC"
611,"On 3 July 2022, in Shahpur village in Muzaffarnagar, UP, a youth panchayat was held on the invocation of the Rashtriya Lok Dal (@RLDparty). Watch Team CCA’s interviews with the youth at the event here: https://t.co/eArTvIqtnJ

#agnipath #unemployment #RLD https://t.co/PrYvI7cKaH"
612,"On 3 July 2022, in Shahpur village in Muzaffarnagar, UP, a youth panchayat was held on the invocation of the Rashtriya Lok Dal. Watch Jayant Chaudhary’s (@jayantrld) speech at the event here: https://t.co/VYNW2U3PA4

#agnipath #unemployment #RLD https://t.co/oG6A4ZeWUy"
613,"On 28 June 2022, a youth panchayat was organized in Kabaraut, Shamli against the Agnipath scheme and widespread unemployment on the call of Jayant Chaudhary of @RLDparty. Watch Team CCA’s interview with the youth here: https://t.co/sINzqqjMP2

#agnipath #unemployment #RLD https://t.co/hHIdSVSmVK"
614,"On 28 June 2022, a youth panchayat was organized in Kabaraut, Shamli against the Agnipath scheme and widespread unemployment on the call of Jayant Chaudhary. Watch @PersannKumar_’s speech here: https://t.co/cvOLTf6MxG 

#agnipath #unemployment #RLD https://t.co/r1W8WgacrM"
615,"On 28 June 2022, a youth panchayat was organized in Kabaraut, Shamli against the Agnipath scheme and widespread unemployment on the call of the National President of Lok Dal, Jayant Chaudhary. Watch Iqra Hasan’s speech here: https://t.co/RutLtgm1YJ

#agnipath #unemployment #RLD https://t.co/gE515IqKms"
616,"On 28 June 2022, a youth panchayat was organized in Kabaraut, Shamli against the Agnipath scheme and widespread unemployment on the call of the National President of Lok Dal, @jayantrld. Watch his speech here: https://t.co/NPWnMSkUpn

#agnipath #unemployment #RLD https://t.co/33OFHdLqcV"
617,"A nationwide protest was observed on 26 June, 2022, by the Sanyukt Kisan Morcha (SKM) against the Agnipath scheme. Watch CCA’s video on the protests at Muzaffarnagar and Shamli Collectorate: https://t.co/ruiS5pWHrt

#agnipath #unemployment #CCA https://t.co/WyzzZOqkcd"
618,"Watch Team CCA’s interview with @NareshTikait on how the Agnipath Scheme is likely to affect the nation’s youth: https://t.co/xVIRR7Rdh2

#agnipath #unemployment #NareshTikait https://t.co/zItdpkrt4Y"
619,"The BKU (@FarmersUP_) protested against the Agnipath scheme at the district collectorate in the Muzaffarnagar district of Uttar Pradesh. Watch @NareshTikait’s address to the gathering here: https://t.co/VTsFYM2oqB

#agnipath #unemployment #BKU https://t.co/rOzDUXlQr0"
620,"In June, the BKU staged a sit-in protest against the Agnipath scheme for recruitment in the Indian Army in Muzzafarnagar district of Uttar Pradesh. Watch this video by CCA, who interviewed the youth who came in this protest: https://t.co/5ep9uB3U3i

#agnipath #unemployment https://t.co/KQZdkmGpe8"
621,"#NCC 
JUO  Cadet Aishwarya Yadav makes New Art &amp; Science College and 17 Mah NCC Bn, #Ahmednagar proud on getting selected into #AssamRifles. #Agniveer
#NariShaktiYuvaShakti
@HQ_DG_NCC
@ncc_dte
@TeamAurangabad
@57Ncc 
@TeamLatur_NCC
@Dhule48
@official_dgar
@DefPROMumbai
@PMOIndia https://t.co/UX1Yyfs7oF"
622,"Exercise #YudhAbhyas

#IndianArmy and #USArmy troops in action during Exercise #YudhAbhyas 2022. 

#FearlessFriday
#IndiaUSFriendship
#InStrideWithTheFuture
 #Agniveer 
#ViratKohli𓃵 
#COAS https://t.co/4eSTueLg2X"
623,"#Dehradun: Missing #Agniveer aspirant’s father questions #police motive after no clue about son who has been missing for over 3 mnths.
#UttarakhandPolice 
 https://t.co/lXZVFnAIvi"
624,Massive support for #Agniveer from #women. #UANow https://t.co/gk5eOd7dgF
625,7. Def policy demoralizing. Trade rise with China inspite of Chinese mil buildup and killing of our soldiers 8 #Agniveer and scrapping of class based regiments demorlising soldiers 9 Politicisation of Military and Top Military Generals acting as spokesperson of Modi.
626,@sambitswaraj #agniveer #agnipath ki wajah se 100000 army aspirants jinka CEE exam nahi hua aur 8000 airforce aspirants jinki requirement process complete hone ke Baad bhi joining nahi hue
627,plz donate to #agniveer whatever amount you can https://t.co/50beeyiDVJ
628,"The Call
https://t.co/5mQ68mdhsi

#agniyoga #Agnipath #agniyogi"
629,"The Call 
https://t.co/5mQ68mcJCK

#agniyoga #Agnipath"
630,"The Call 
https://t.co/5mQ68mcJCK 

#agniyoga #AgniYoga #Agnipath #agniyogi"
631,"So true .. “When a youth signs up for army to save the nation, the nation signs up to take care of him and his family for life. The present regime made it a 4 year contract with the youth” #Agniveer - @RahulGandhi https://t.co/ABIGUz8Htg"
632,"#IndianArmy is going to conduct a Recruitment Rally for the enrolment as #Agniveer (Women Military Police) for candidates from the states of #Telangana, Andhra Pradesh and Tamil Nadu at District Sports Complex, Vellore from 27 to 29 Nov 2022.
https://t.co/H9mOTzvNB6 https://t.co/ztxNot6a8d"
633,Sir ji any comments on #Agniveer scheme??? Woh bhi toh armed forces ka hisaa hai ..! 🙏🙏🙏 https://t.co/CnAtJDB53m
634,"Indian Navy Agniveer SSR 01/2023 Recruitment🔔
⚡️Total Post : 1400
⚡️Last Date : 17/12/2022
#SarkariResult #Navy #NavySSR #Agniveer 
Click to Check it Out : 
https://t.co/lCIgxDfmLQ https://t.co/KPTKVds3aS"
635,"Youth of #Kishtwar (J&amp;K) on their way towards becoming an #Agniveer. Preparing for the Written exam at the coaching camp organised by #IndianArmy at #Bhandarkot in District Kishtwar.

@SpokespersonMoD
@adgpi 
@OfficeOfLGJandK 
@PIBSrinagar 
@ddnews_jammu 
@radionews_jammu https://t.co/UQ1M2yFy2b"
636,The challenge with the Indian armed forced is in attracting sufficiently talented &amp; qualitatively superior recruits. #Agnipath scheme promises to attract new talent pipelines to the military service: @SameerP_IND &amp; @viveksans https://t.co/Buv9gd40l7
637,Launching #Agniveer scheme is in itself a mazak for the army and it’s aspirants @RubikaLiyaquat so don’t talk foolishly https://t.co/QIYRJDLWPR
638,"#agnipathscheme to fir ये हिंद की सेना के साथ कैसा मज़ाक था
Complete pending recruitment of Airfoce and army
7000 Airfoce candidates are waiting for appointment letter and 200k sts are waiting for CEE EXAM
#JusticeForDefenceStudents
@AnumaVidisha @HMOIndia @PMOIndia @INCIndia https://t.co/bbfkdsrbuS"
639,"Making their way,
Towards the destination of their Dreams, to be #Agniveer. Youth are preparing hard for Written exam at the coaching camp organised by #IndianArmy at Bhandarkot in District #Kishtwar.
@Dilsekishtwar @amritabhinder @khanna248 @NirjaSharma @AMITABHTHAKUR21 https://t.co/OciX68vtWg"
640,"#agnipathscheme should become neither an eye-sore for the Army nor an exploitative and enticing initiative for the youth of our nation, the #Agniveer !

A democracy can not be found to be failing its institutions or its citizens ! https://t.co/rQAPKUhjet"
641,The challenge with the Indian armed forced is in attracting sufficiently talented &amp; qualitatively superior recruits. #Agnipath scheme promises to attract new talent pipelines to the military service: @SameerP_IND &amp; @viveksans https://t.co/1RQn0YoaUf https://t.co/wuwdqIxPjE
642,"#IndianArmy is going to conduct a Recruitment Rally for the enrolment as #Agniveer (Women Military Police) for candidates from states of #AndhraPradesh, #Telangana &amp; #TamilNadu at District Sports Complex, Vellore from 27 Nov 2022 to 29 Nov 2022.
#AgnipathRecruitmentScheme"
643,"When the post-job #revdi is marketed more than the job offering itself, then it's a trap !!

#Agniveer better watchout !!"
644,This brief by @SameerP_IND &amp; @viveksans outlines the challenges faced by Western militaries in implementing #military enlistment schemes akin to India's #Agnipath. https://t.co/1RQn0Y6zvF https://t.co/1WcjpegqMU
